Company name,Financial Year,Model,Value,Estimated?,Method
Tech Mahindra Limited,2022,Market Price,1352.05,no,directly computed from reported figures
Tech Mahindra Limited,2022,(DCF) Intrinsic Value,2117.51,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Tech Mahindra Limited,2022,(P/E Relative Valuation) Intrinsic Value,1352.05,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Tech Mahindra Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,3004.49,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Tech Mahindra Limited,2022,(XGBoost) Intrinsic Value,2352.06,no,directly computed from reported figures
Tech Mahindra Limited,2022,(Random Forest) Intrinsic Value,2090.54,no,directly computed from reported figures
Tech Mahindra Limited,2022,(LightGBM) Intrinsic Value,1569.81,no,directly computed from reported figures
Tech Mahindra Limited,2021,Market Price,774.57,no,directly computed from reported figures
Tech Mahindra Limited,2021,(DCF) Intrinsic Value,2783.44,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Tech Mahindra Limited,2021,(P/E Relative Valuation) Intrinsic Value,774.57,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Tech Mahindra Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,1555.94,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Tech Mahindra Limited,2021,(XGBoost) Intrinsic Value,777.34,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Tech Mahindra Limited,2021,(Random Forest) Intrinsic Value,862.46,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Tech Mahindra Limited,2021,(LightGBM) Intrinsic Value,732.29,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
California Software Company Limited,2025,Market Price,16.97,no,directly computed from reported figures
California Software Company Limited,2025,(DCF) Intrinsic Value,2.99,YES,normalised FCFF (median of 2 positive years; FY2025 reported negative); capex=backcast_revenue from FY2024
California Software Company Limited,2025,(P/E Relative Valuation) Intrinsic Value,3.86,YES,sector median including self (too few peers)
California Software Company Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,4.44,YES,sector median including self (too few peers)
California Software Company Limited,2025,(XGBoost) Intrinsic Value,27.41,no,directly computed from reported figures
California Software Company Limited,2025,(Random Forest) Intrinsic Value,23.76,no,directly computed from reported figures
California Software Company Limited,2025,(LightGBM) Intrinsic Value,32.79,no,directly computed from reported figures
California Software Company Limited,2024,Market Price,15.62,no,directly computed from reported figures
California Software Company Limited,2024,(DCF) Intrinsic Value,4.38,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative); capex=backcast_revenue from FY2023
California Software Company Limited,2024,(P/E Relative Valuation) Intrinsic Value,16.81,YES,sector median including self (too few peers)
California Software Company Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,11.74,YES,sector median including self (too few peers)
California Software Company Limited,2024,(XGBoost) Intrinsic Value,16.33,no,directly computed from reported figures
California Software Company Limited,2024,(Random Forest) Intrinsic Value,24.33,no,directly computed from reported figures
California Software Company Limited,2024,(LightGBM) Intrinsic Value,17.75,no,directly computed from reported figures
California Software Company Limited,2023,Market Price,21.68,no,directly computed from reported figures
California Software Company Limited,2023,(DCF) Intrinsic Value,4.66,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
California Software Company Limited,2023,(P/E Relative Valuation) Intrinsic Value,1.63,YES,sector median including self (too few peers)
California Software Company Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,12.01,YES,sector median including self (too few peers)
California Software Company Limited,2023,(XGBoost) Intrinsic Value,17.95,no,directly computed from reported figures
California Software Company Limited,2023,(Random Forest) Intrinsic Value,33.55,no,directly computed from reported figures
California Software Company Limited,2023,(LightGBM) Intrinsic Value,20.15,no,directly computed from reported figures
California Software Company Limited,2022,Market Price,25.97,no,directly computed from reported figures
California Software Company Limited,2022,(DCF) Intrinsic Value,12.96,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
California Software Company Limited,2022,(P/E Relative Valuation) Intrinsic Value,2.52,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
California Software Company Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,16.76,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
California Software Company Limited,2022,(XGBoost) Intrinsic Value,75.76,no,directly computed from reported figures
California Software Company Limited,2022,(Random Forest) Intrinsic Value,56.66,no,directly computed from reported figures
California Software Company Limited,2022,(LightGBM) Intrinsic Value,71.95,no,directly computed from reported figures
California Software Company Limited,2021,Market Price,9.26,no,directly computed from reported figures
California Software Company Limited,2021,(DCF) Intrinsic Value,6.15,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2022; ocf=backcast_revenue from FY2023
California Software Company Limited,2021,(P/E Relative Valuation) Intrinsic Value,1.03,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
California Software Company Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,6.16,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
California Software Company Limited,2021,(XGBoost) Intrinsic Value,16.63,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
California Software Company Limited,2021,(Random Forest) Intrinsic Value,11.01,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
California Software Company Limited,2021,(LightGBM) Intrinsic Value,7.45,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bombay Burmah Trading Corporation Limited,2025,Market Price,2125.97,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2025,(DCF) Intrinsic Value,11669.19,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2025,(P/E Relative Valuation) Intrinsic Value,2125.97,YES,sector median including self (too few peers)
Bombay Burmah Trading Corporation Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,2125.97,YES,sector median including self (too few peers)
Bombay Burmah Trading Corporation Limited,2025,(XGBoost) Intrinsic Value,3359.15,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2025,(Random Forest) Intrinsic Value,3339.6,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2025,(LightGBM) Intrinsic Value,2868.6,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2024,Market Price,1269.75,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2024,(DCF) Intrinsic Value,8948.05,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2024,(P/E Relative Valuation) Intrinsic Value,1269.75,YES,sector median including self (too few peers)
Bombay Burmah Trading Corporation Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,1269.75,YES,sector median including self (too few peers)
Bombay Burmah Trading Corporation Limited,2024,(XGBoost) Intrinsic Value,2273.67,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2024,(Random Forest) Intrinsic Value,1996.94,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2024,(LightGBM) Intrinsic Value,2653.93,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2023,Market Price,924.2,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,924.2,YES,sector median including self (too few peers)
Bombay Burmah Trading Corporation Limited,2023,(XGBoost) Intrinsic Value,610.97,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2023,(Random Forest) Intrinsic Value,1023.49,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2023,(LightGBM) Intrinsic Value,773.57,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2022,Market Price,1139.87,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2022,(P/E Relative Valuation) Intrinsic Value,123.34,YES,own historical P/E (no sector peers); net_income=backcast_revenue from FY2023
Bombay Burmah Trading Corporation Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,1139.87,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Bombay Burmah Trading Corporation Limited,2022,(XGBoost) Intrinsic Value,2008.09,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2022,(Random Forest) Intrinsic Value,2018.34,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2022,(LightGBM) Intrinsic Value,1838.3,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2021,Market Price,1186.07,no,directly computed from reported figures
Bombay Burmah Trading Corporation Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,1186.07,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Bombay Burmah Trading Corporation Limited,2021,(XGBoost) Intrinsic Value,2624.36,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bombay Burmah Trading Corporation Limited,2021,(Random Forest) Intrinsic Value,1764.68,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bombay Burmah Trading Corporation Limited,2021,(LightGBM) Intrinsic Value,1112.41,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalyan Jewellers India Limited,2025,Market Price,561.53,no,directly computed from reported figures
Kalyan Jewellers India Limited,2025,(DCF) Intrinsic Value,99.15,no,directly computed from reported figures
Kalyan Jewellers India Limited,2025,(P/E Relative Valuation) Intrinsic Value,561.53,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,561.53,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2025,(XGBoost) Intrinsic Value,913.88,no,directly computed from reported figures
Kalyan Jewellers India Limited,2025,(Random Forest) Intrinsic Value,923.84,no,directly computed from reported figures
Kalyan Jewellers India Limited,2025,(LightGBM) Intrinsic Value,984.63,no,directly computed from reported figures
Kalyan Jewellers India Limited,2024,Market Price,248.24,no,directly computed from reported figures
Kalyan Jewellers India Limited,2024,(DCF) Intrinsic Value,201.25,no,directly computed from reported figures
Kalyan Jewellers India Limited,2024,(P/E Relative Valuation) Intrinsic Value,248.24,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,248.24,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2024,(XGBoost) Intrinsic Value,435.66,no,directly computed from reported figures
Kalyan Jewellers India Limited,2024,(Random Forest) Intrinsic Value,382.66,no,directly computed from reported figures
Kalyan Jewellers India Limited,2024,(LightGBM) Intrinsic Value,424.57,no,directly computed from reported figures
Kalyan Jewellers India Limited,2023,Market Price,90.07,no,directly computed from reported figures
Kalyan Jewellers India Limited,2023,(DCF) Intrinsic Value,191.8,no,directly computed from reported figures
Kalyan Jewellers India Limited,2023,(P/E Relative Valuation) Intrinsic Value,90.07,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,90.07,YES,sector median including self (too few peers)
Kalyan Jewellers India Limited,2023,(XGBoost) Intrinsic Value,106.68,no,directly computed from reported figures
Kalyan Jewellers India Limited,2023,(Random Forest) Intrinsic Value,124.58,no,directly computed from reported figures
Kalyan Jewellers India Limited,2023,(LightGBM) Intrinsic Value,105.2,no,directly computed from reported figures
Kalyan Jewellers India Limited,2022,Market Price,69.24,no,directly computed from reported figures
Kalyan Jewellers India Limited,2022,(DCF) Intrinsic Value,118.81,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyan Jewellers India Limited,2022,(P/E Relative Valuation) Intrinsic Value,69.24,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalyan Jewellers India Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,69.24,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalyan Jewellers India Limited,2022,(XGBoost) Intrinsic Value,128.65,no,directly computed from reported figures
Kalyan Jewellers India Limited,2022,(Random Forest) Intrinsic Value,117.6,no,directly computed from reported figures
Kalyan Jewellers India Limited,2022,(LightGBM) Intrinsic Value,108.05,no,directly computed from reported figures
Kalyan Jewellers India Limited,2021,(DCF) Intrinsic Value,59.94,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalyan Jewellers India Limited,2021,(P/E Relative Valuation) Intrinsic Value,76.42,YES,own historical P/E (no sector peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalyan Jewellers India Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,102.03,YES,own historical EV/EBITDA; ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
